Hour,Day_Type,Weather,Location,Local_Event,Demand_Score,Price_Multiplier
21,Weekday,Sunny,Dilsukhnagar,0,6,1.77
7,Weekend,Sunny,Madhapur,0,4,1.3
21,Weekday,Windy,Madhapur,0,6,1.46
2,Weekend,Windy,Kukatpally,1,4,1.2
1,Weekend,Cloudy,Dilsukhnagar,0,3,1.36
20,Weekend,Cloudy,Hitech City,0,10,1.86
8,Weekday,Rainy,Kukatpally,0,5,1.36
5,Weekend,Windy,Madhapur,0,2,0.96
13,Weekend,Rainy,Madhapur,0,10,2.16
15,Weekend,Windy,Kukatpally,1,7,1.44
13,Weekend,Rainy,Kukatpally,1,10,1.83
10,Weekend,Rainy,Banjara Hills,1,11,2.0
13,Weekday,Windy,Madhapur,0,5,1.31
9,Weekday,Windy,Madhapur,0,3,1.38
16,Weekday,Windy,Kukatpally,0,3,1.3
18,Weekend,Cloudy,Madhapur,0,3,1.13
21,Weekend,Rainy,Banjara Hills,1,12,1.86
22,Weekend,Cloudy,Dilsukhnagar,1,8,1.65
8,Weekend,Rainy,Banjara Hills,0,8,1.7
19,Weekend,Sunny,Kukatpally,0,4,1.22
0,Weekday,Windy,Kukatpally,1,6,1.52
19,Weekend,Windy,Madhapur,0,6,1.45
6,Weekday,Sunny,Banjara Hills,0,3,1.24
4,Weekday,Windy,Dilsukhnagar,0,0,0.96
14,Weekday,Windy,Kukatpally,0,3,1.15
4,Weekend,Windy,Kukatpally,0,4,1.28
6,Weekend,Windy,Hitech City,1,6,1.44
22,Weekend,Windy,Kukatpally,1,4,1.25
15,Weekend,Rainy,Hitech City,0,9,2.2
17,Weekday,Cloudy,Kukatpally,1,4,1.25
20,Weekend,Windy,Kukatpally,0,5,1.19
6,Weekend,Cloudy,Kukatpally,0,3,1.28
21,Weekend,Windy,Banjara Hills,1,12,2.47
21,Weekend,Windy,Banjara Hills,0,8,1.68
2,Weekend,Rainy,Banjara Hills,0,7,1.64
3,Weekend,Windy,Madhapur,0,3,1.27
0,Weekend,Cloudy,Madhapur,0,4,1.35
16,Weekday,Sunny,Madhapur,1,4,1.29
3,Weekday,Windy,Madhapur,1,6,1.71
17,Weekend,Rainy,Dilsukhnagar,0,4,1.38
14,Weekend,Sunny,Hitech City,0,6,1.6
5,Weekday,Rainy,Madhapur,0,6,1.68
16,Weekend,Sunny,Banjara Hills,1,8,1.73
3,Weekday,Windy,Kukatpally,0,1,1.07
15,Weekend,Cloudy,Dilsukhnagar,0,2,0.95
22,Weekend,Cloudy,Banjara Hills,0,7,1.71
4,Weekend,Windy,Kukatpally,1,6,1.78
14,Weekday,Sunny,Dilsukhnagar,0,3,1.2
12,Weekday,Windy,Hitech City,1,8,1.66
20,Weekday,Sunny,Dilsukhnagar,1,9,2.08
21,Weekend,Cloudy,Madhapur,0,8,1.76
19,Weekday,Windy,Kukatpally,0,6,1.68
20,Weekend,Rainy,Madhapur,0,8,1.61
12,Weekday,Cloudy,Banjara Hills,0,8,1.61
20,Weekday,Sunny,Hitech City,1,9,2.38
9,Weekend,Sunny,Hitech City,1,10,2.24
11,Weekday,Sunny,Hitech City,1,7,1.63
0,Weekend,Cloudy,Banjara Hills,0,6,1.52
21,Weekday,Windy,Dilsukhnagar,0,3,1.2
18,Weekday,Cloudy,Kukatpally,0,2,1.04
13,Weekday,Sunny,Hitech City,1,9,2.13
14,Weekday,Cloudy,Dilsukhnagar,1,10,2.41
18,Weekend,Windy,Kukatpally,1,7,1.73
4,Weekday,Windy,Kukatpally,0,0,1.04
14,Weekend,Sunny,Banjara Hills,1,9,2.22
13,Weekday,Sunny,Madhapur,1,7,1.61
3,Weekend,Cloudy,Madhapur,1,8,1.59
4,Weekday,Windy,Hitech City,1,7,1.49
23,Weekend,Sunny,Hitech City,1,6,1.75
13,Weekend,Cloudy,Dilsukhnagar,1,10,2.35
15,Weekday,Rainy,Dilsukhnagar,1,9,2.27
4,Weekend,Sunny,Dilsukhnagar,1,7,1.49
12,Weekend,Sunny,Kukatpally,1,7,1.75
22,Weekday,Cloudy,Dilsukhnagar,0,1,0.94
19,Weekday,Rainy,Kukatpally,0,6,1.66
17,Weekday,Sunny,Madhapur,0,2,1.07
18,Weekend,Sunny,Dilsukhnagar,1,7,1.64
15,Weekday,Cloudy,Kukatpally,0,4,1.11
16,Weekend,Windy,Madhapur,0,2,1.1
17,Weekday,Cloudy,Banjara Hills,0,5,1.33
4,Weekend,Windy,Banjara Hills,0,5,1.15
22,Weekday,Cloudy,Kukatpally,0,3,1.14
10,Weekend,Windy,Hitech City,0,6,1.5
19,Weekday,Windy,Dilsukhnagar,1,6,1.51
10,Weekend,Windy,Hitech City,1,8,1.56
7,Weekday,Cloudy,Dilsukhnagar,0,2,1.05
20,Weekday,Cloudy,Dilsukhnagar,1,10,1.86
20,Weekday,Rainy,Madhapur,0,8,1.62
13,Weekend,Sunny,Hitech City,1,11,2.26
5,Weekday,Sunny,Kukatpally,1,5,1.35
12,Weekend,Rainy,Dilsukhnagar,1,10,1.91
17,Weekday,Cloudy,Hitech City,1,6,1.73
23,Weekend,Windy,Banjara Hills,1,8,1.65
22,Weekend,Cloudy,Banjara Hills,1,9,1.95
19,Weekend,Sunny,Banjara Hills,0,9,1.8
0,Weekday,Windy,Dilsukhnagar,1,6,1.62
20,Weekday,Sunny,Kukatpally,0,5,1.39
12,Weekend,Windy,Banjara Hills,0,6,1.59
6,Weekend,Sunny,Banjara Hills,0,5,1.3
22,Weekend,Rainy,Hitech City,1,10,1.96
15,Weekend,Sunny,Madhapur,1,6,1.4
20,Weekend,Sunny,Madhapur,1,9,2.19
21,Weekday,Sunny,Dilsukhnagar,0,3,1.14
18,Weekday,Cloudy,Banjara Hills,0,5,1.3
14,Weekday,Windy,Hitech City,1,11,2.39
13,Weekend,Sunny,Dilsukhnagar,1,10,2.05
1,Weekday,Sunny,Madhapur,1,7,1.53
12,Weekday,Cloudy,Hitech City,0,7,1.79
13,Weekday,Rainy,Banjara Hills,0,10,2.02
20,Weekday,Sunny,Kukatpally,1,6,1.64
20,Weekend,Cloudy,Banjara Hills,0,10,1.97
10,Weekday,Cloudy,Dilsukhnagar,0,3,1.33
19,Weekend,Sunny,Kukatpally,0,4,1.39
1,Weekend,Cloudy,Hitech City,0,4,1.38
14,Weekday,Cloudy,Dilsukhnagar,1,7,1.44
1,Weekday,Cloudy,Kukatpally,1,4,1.29
13,Weekday,Sunny,Kukatpally,1,9,2.36
19,Weekday,Cloudy,Hitech City,1,11,2.21
3,Weekday,Sunny,Dilsukhnagar,0,1,1.08
4,Weekend,Cloudy,Kukatpally,1,8,1.47
4,Weekday,Sunny,Banjara Hills,1,8,1.61
20,Weekend,Cloudy,Dilsukhnagar,0,6,1.59
19,Weekend,Cloudy,Madhapur,0,7,1.42
16,Weekday,Windy,Madhapur,0,2,1.03
6,Weekday,Cloudy,Banjara Hills,1,9,2.22
10,Weekend,Cloudy,Kukatpally,1,8,1.44
1,Weekend,Rainy,Hitech City,0,7,1.59
6,Weekday,Windy,Madhapur,1,5,1.22
0,Weekend,Sunny,Hitech City,1,6,1.62
4,Weekend,Windy,Banjara Hills,1,6,1.79
6,Weekday,Cloudy,Banjara Hills,0,5,1.32
10,Weekday,Rainy,Banjara Hills,0,8,1.74
3,Weekday,Rainy,Kukatpally,0,5,1.38
9,Weekend,Rainy,Madhapur,1,11,2.46
19,Weekend,Sunny,Hitech City,0,7,1.72
6,Weekend,Cloudy,Madhapur,1,7,1.77
19,Weekday,Cloudy,Banjara Hills,1,10,1.84
8,Weekday,Windy,Banjara Hills,0,7,1.72
19,Weekday,Rainy,Dilsukhnagar,1,11,2.15
14,Weekday,Cloudy,Madhapur,1,11,2.13
18,Weekend,Sunny,Banjara Hills,0,4,1.24
7,Weekend,Rainy,Madhapur,1,11,2.2
11,Weekend,Sunny,Banjara Hills,0,5,1.23
11,Weekday,Sunny,Kukatpally,1,6,1.58
13,Weekend,Cloudy,Kukatpally,1,10,2.07
5,Weekend,Rainy,Madhapur,0,7,1.76
9,Weekday,Cloudy,Banjara Hills,0,5,1.12
1,Weekday,Cloudy,Banjara Hills,1,8,1.52
21,Weekend,Rainy,Dilsukhnagar,0,9,1.81
9,Weekend,Cloudy,Kukatpally,1,7,1.59
16,Weekday,Windy,Banjara Hills,0,3,1.24
16,Weekend,Windy,Madhapur,0,4,1.35
13,Weekend,Rainy,Kukatpally,1,10,2.06
18,Weekday,Cloudy,Hitech City,1,8,1.54
13,Weekend,Windy,Dilsukhnagar,1,9,2.21
18,Weekday,Rainy,Banjara Hills,1,11,2.49
6,Weekend,Sunny,Dilsukhnagar,1,5,1.24
10,Weekend,Cloudy,Hitech City,0,6,1.67
5,Weekday,Windy,Hitech City,0,3,1.12
12,Weekend,Rainy,Banjara Hills,1,12,2.12
11,Weekday,Rainy,Madhapur,1,10,1.91
3,Weekday,Windy,Kukatpally,0,3,1.39
6,Weekday,Rainy,Madhapur,1,10,1.91
18,Weekend,Rainy,Dilsukhnagar,1,9,1.94
4,Weekend,Sunny,Kukatpally,0,3,1.37
15,Weekend,Windy,Dilsukhnagar,0,1,0.96
14,Weekend,Cloudy,Kukatpally,0,8,1.5
19,Weekend,Windy,Kukatpally,0,4,1.22
1,Weekday,Rainy,Madhapur,1,7,1.68
23,Weekday,Windy,Kukatpally,0,2,0.92
3,Weekend,Windy,Kukatpally,0,3,1.16
1,Weekend,Sunny,Hitech City,1,9,2.04
12,Weekday,Windy,Hitech City,0,7,1.45
4,Weekend,Windy,Kukatpally,1,4,1.12
21,Weekday,Windy,Banjara Hills,1,10,2.39
5,Weekday,Sunny,Banjara Hills,1,5,1.26
12,Weekday,Sunny,Hitech City,1,9,2.11
5,Weekday,Sunny,Dilsukhnagar,0,3,1.31
20,Weekday,Windy,Madhapur,1,7,1.64
1,Weekend,Rainy,Banjara Hills,1,10,1.94
0,Weekend,Sunny,Hitech City,1,7,1.67
2,Weekday,Sunny,Banjara Hills,0,2,0.98
3,Weekend,Cloudy,Dilsukhnagar,0,3,1.38
12,Weekend,Sunny,Banjara Hills,0,6,1.54
5,Weekday,Windy,Madhapur,0,4,1.16
7,Weekday,Cloudy,Dilsukhnagar,1,4,1.12
6,Weekend,Cloudy,Dilsukhnagar,1,5,1.31
18,Weekday,Cloudy,Hitech City,1,9,2.27
22,Weekday,Cloudy,Banjara Hills,1,9,1.85
0,Weekend,Windy,Dilsukhnagar,0,1,0.95
19,Weekday,Cloudy,Banjara Hills,1,10,2.23
1,Weekday,Cloudy,Kukatpally,1,5,1.15
6,Weekday,Rainy,Dilsukhnagar,1,8,1.45
10,Weekday,Windy,Madhapur,0,4,1.35
10,Weekend,Rainy,Banjara Hills,0,9,2.36
22,Weekday,Windy,Dilsukhnagar,1,4,1.23
0,Weekday,Windy,Hitech City,0,2,1.03
4,Weekday,Rainy,Hitech City,0,6,1.49
2,Weekend,Windy,Madhapur,0,3,1.17
5,Weekday,Cloudy,Madhapur,1,6,1.51
15,Weekday,Cloudy,Kukatpally,1,5,1.24
13,Weekend,Rainy,Kukatpally,0,10,2.1
2,Weekend,Rainy,Dilsukhnagar,0,6,1.55
9,Weekend,Cloudy,Kukatpally,1,7,1.53
22,Weekend,Rainy,Banjara Hills,0,6,1.41
16,Weekend,Windy,Kukatpally,1,7,1.79
11,Weekend,Windy,Madhapur,0,5,1.37
3,Weekend,Rainy,Banjara Hills,1,11,2.34
23,Weekend,Windy,Madhapur,0,5,1.38
23,Weekday,Rainy,Kukatpally,0,5,1.29
21,Weekday,Rainy,Madhapur,1,11,1.98
19,Weekday,Sunny,Hitech City,0,8,1.56
18,Weekday,Rainy,Kukatpally,0,6,1.5
9,Weekend,Cloudy,Kukatpally,0,4,1.29
11,Weekday,Cloudy,Banjara Hills,1,8,1.4
5,Weekend,Sunny,Hitech City,0,6,1.61
20,Weekend,Windy,Banjara Hills,0,8,1.47
4,Weekday,Windy,Banjara Hills,0,5,1.27
6,Weekday,Rainy,Hitech City,0,6,1.5
13,Weekend,Sunny,Banjara Hills,0,8,1.43
3,Weekend,Sunny,Madhapur,0,3,1.24
21,Weekday,Sunny,Hitech City,1,8,1.67
1,Weekday,Rainy,Dilsukhnagar,0,6,1.64
8,Weekend,Windy,Madhapur,1,9,2.06
10,Weekend,Rainy,Madhapur,1,13,2.23
11,Weekend,Sunny,Hitech City,1,9,2.31
4,Weekday,Sunny,Dilsukhnagar,1,4,1.21
19,Weekend,Windy,Banjara Hills,0,8,1.41
11,Weekday,Cloudy,Kukatpally,0,4,1.22
19,Weekday,Cloudy,Kukatpally,1,7,1.69
9,Weekday,Rainy,Dilsukhnagar,0,6,1.6
2,Weekend,Windy,Banjara Hills,1,6,1.59
17,Weekday,Rainy,Banjara Hills,0,5,1.13
22,Weekday,Rainy,Madhapur,1,9,1.95
8,Weekend,Sunny,Banjara Hills,1,8,1.72
10,Weekday,Sunny,Madhapur,1,9,2.26
17,Weekend,Rainy,Banjara Hills,1,9,2.0
3,Weekday,Cloudy,Dilsukhnagar,0,1,1.01
4,Weekend,Windy,Dilsukhnagar,0,3,1.12
17,Weekday,Windy,Kukatpally,1,5,1.34
4,Weekday,Sunny,Kukatpally,0,3,1.19
9,Weekday,Windy,Kukatpally,0,4,1.14
21,Weekday,Cloudy,Madhapur,0,7,1.8
22,Weekend,Rainy,Kukatpally,1,10,1.84
10,Weekday,Rainy,Banjara Hills,0,8,1.74
23,Weekend,Cloudy,Banjara Hills,0,7,1.53
21,Weekend,Cloudy,Kukatpally,1,8,1.61
9,Weekend,Rainy,Dilsukhnagar,1,9,1.89
18,Weekday,Cloudy,Kukatpally,0,2,0.99
15,Weekend,Rainy,Banjara Hills,0,7,1.69
0,Weekend,Sunny,Banjara Hills,1,9,2.28
5,Weekday,Sunny,Madhapur,1,5,1.38
3,Weekend,Windy,Banjara Hills,1,7,1.41
7,Weekend,Windy,Madhapur,0,5,1.33
21,Weekday,Windy,Kukatpally,1,9,2.06
3,Weekday,Sunny,Hitech City,1,6,1.41
18,Weekend,Cloudy,Hitech City,0,7,1.59
20,Weekend,Cloudy,Dilsukhnagar,0,5,1.2
22,Weekday,Windy,Hitech City,1,8,1.43
18,Weekday,Rainy,Hitech City,0,6,1.4
14,Weekend,Sunny,Hitech City,0,7,1.66
2,Weekend,Sunny,Hitech City,0,5,1.21
17,Weekday,Windy,Hitech City,0,4,1.11
16,Weekend,Windy,Banjara Hills,1,8,1.61
11,Weekday,Sunny,Hitech City,0,2,0.94
9,Weekday,Rainy,Dilsukhnagar,0,7,1.51
23,Weekend,Sunny,Dilsukhnagar,1,6,1.55
5,Weekend,Windy,Hitech City,1,9,2.46
4,Weekday,Sunny,Madhapur,0,3,1.27
20,Weekday,Windy,Banjara Hills,1,11,2.07
19,Weekday,Sunny,Madhapur,0,4,1.31
13,Weekday,Cloudy,Hitech City,1,11,2.34
4,Weekday,Cloudy,Hitech City,0,6,1.79
7,Weekend,Sunny,Hitech City,0,5,1.28
15,Weekday,Cloudy,Dilsukhnagar,1,6,1.64
1,Weekday,Cloudy,Kukatpally,0,3,1.34
21,Weekend,Windy,Dilsukhnagar,0,6,1.4
16,Weekday,Rainy,Banjara Hills,1,10,1.84
23,Weekend,Rainy,Dilsukhnagar,1,10,1.93
11,Weekend,Cloudy,Madhapur,1,7,1.52
2,Weekend,Windy,Madhapur,0,2,0.92
7,Weekday,Rainy,Dilsukhnagar,0,3,1.32
17,Weekend,Sunny,Kukatpally,0,4,1.25
21,Weekday,Windy,Hitech City,0,5,1.31
22,Weekend,Rainy,Dilsukhnagar,0,7,1.79
21,Weekday,Rainy,Hitech City,1,12,2.16
1,Weekend,Windy,Kukatpally,0,3,1.39
10,Weekday,Sunny,Madhapur,1,9,2.01
6,Weekday,Windy,Banjara Hills,1,5,1.38
19,Weekend,Sunny,Madhapur,0,8,1.53
11,Weekday,Sunny,Madhapur,0,4,1.21
3,Weekend,Windy,Banjara Hills,0,4,1.22
15,Weekday,Rainy,Madhapur,0,7,1.56
9,Weekend,Windy,Banjara Hills,1,8,1.8
21,Weekend,Rainy,Banjara Hills,1,15,1.8
22,Weekday,Sunny,Banjara Hills,1,5,1.14
13,Weekend,Sunny,Banjara Hills,0,9,2.47
8,Weekday,Windy,Kukatpally,1,6,1.53
12,Weekend,Rainy,Hitech City,0,9,1.89
11,Weekday,Rainy,Hitech City,1,11,2.48
23,Weekday,Windy,Kukatpally,1,5,1.25
13,Weekday,Rainy,Dilsukhnagar,0,7,1.51
3,Weekend,Rainy,Kukatpally,0,7,1.68
3,Weekday,Rainy,Dilsukhnagar,0,4,1.14
12,Weekday,Cloudy,Banjara Hills,0,9,1.81
6,Weekday,Sunny,Kukatpally,1,5,1.31
7,Weekday,Cloudy,Kukatpally,1,4,1.25
20,Weekday,Cloudy,Hitech City,1,11,2.0
11,Weekend,Rainy,Madhapur,0,6,1.42
1,Weekend,Rainy,Madhapur,1,10,2.44
3,Weekend,Rainy,Madhapur,1,10,2.03
3,Weekday,Sunny,Dilsukhnagar,0,2,0.97
11,Weekend,Rainy,Madhapur,0,8,1.43
3,Weekday,Sunny,Hitech City,0,3,1.31
3,Weekday,Cloudy,Madhapur,1,6,1.61
4,Weekday,Rainy,Banjara Hills,1,10,2.42
17,Weekend,Cloudy,Kukatpally,0,5,1.12
13,Weekday,Rainy,Dilsukhnagar,1,10,2.0
18,Weekday,Rainy,Kukatpally,1,6,1.47
16,Weekend,Windy,Kukatpally,1,5,1.16
5,Weekday,Sunny,Dilsukhnagar,1,5,1.19
7,Weekend,Cloudy,Dilsukhnagar,0,3,1.17
17,Weekday,Cloudy,Hitech City,0,5,1.38
8,Weekday,Rainy,Banjara Hills,0,7,1.66
20,Weekend,Cloudy,Hitech City,1,11,2.09
19,Weekend,Cloudy,Hitech City,0,9,1.95
8,Weekday,Cloudy,Hitech City,0,8,1.78
8,Weekday,Windy,Banjara Hills,1,9,1.94
20,Weekend,Rainy,Kukatpally,0,10,2.06
15,Weekday,Windy,Banjara Hills,1,6,1.73
5,Weekday,Windy,Banjara Hills,1,5,1.19
5,Weekend,Rainy,Hitech City,0,6,1.57
14,Weekend,Sunny,Dilsukhnagar,0,4,1.28
12,Weekend,Sunny,Hitech City,0,6,1.45
2,Weekend,Rainy,Dilsukhnagar,0,4,1.39
3,Weekend,Sunny,Banjara Hills,0,6,1.7
14,Weekday,Cloudy,Madhapur,1,9,1.97
17,Weekend,Sunny,Hitech City,0,3,1.26
3,Weekend,Rainy,Hitech City,0,6,1.49
12,Weekday,Cloudy,Madhapur,0,8,1.67
22,Weekday,Windy,Banjara Hills,0,3,1.13
9,Weekend,Sunny,Dilsukhnagar,1,6,1.54
2,Weekday,Rainy,Banjara Hills,1,10,2.22
21,Weekend,Rainy,Madhapur,1,13,2.41
8,Weekend,Cloudy,Madhapur,0,5,1.36
4,Weekday,Cloudy,Banjara Hills,1,9,2.3
15,Weekday,Sunny,Dilsukhnagar,1,5,1.14
10,Weekday,Rainy,Kukatpally,1,10,2.15
15,Weekend,Cloudy,Banjara Hills,0,7,1.57
15,Weekend,Rainy,Kukatpally,0,7,1.61
22,Weekday,Sunny,Banjara Hills,1,5,1.16
0,Weekend,Windy,Banjara Hills,0,3,1.37
11,Weekday,Cloudy,Kukatpally,0,4,1.17
7,Weekday,Rainy,Hitech City,0,8,1.69
22,Weekend,Cloudy,Hitech City,0,4,1.24
19,Weekday,Sunny,Banjara Hills,1,9,1.86
2,Weekday,Windy,Banjara Hills,0,5,1.32
23,Weekend,Windy,Kukatpally,1,7,1.71
22,Weekday,Cloudy,Hitech City,0,3,1.36
1,Weekday,Rainy,Hitech City,1,11,2.28
14,Weekend,Cloudy,Banjara Hills,1,11,1.99
2,Weekend,Rainy,Banjara Hills,1,9,1.95
5,Weekday,Windy,Kukatpally,1,6,1.73
5,Weekday,Cloudy,Kukatpally,0,3,1.13
2,Weekend,Cloudy,Hitech City,0,6,1.47
3,Weekday,Rainy,Dilsukhnagar,0,5,1.16
6,Weekday,Rainy,Madhapur,0,4,1.27
15,Weekday,Sunny,Madhapur,0,3,1.1
11,Weekend,Windy,Dilsukhnagar,0,3,1.33
23,Weekend,Rainy,Hitech City,1,12,2.43
16,Weekday,Rainy,Hitech City,1,11,2.21
1,Weekend,Rainy,Banjara Hills,1,9,2.42
2,Weekday,Rainy,Banjara Hills,0,7,1.58
4,Weekend,Cloudy,Madhapur,1,6,1.76
21,Weekend,Rainy,Banjara Hills,0,10,2.2
15,Weekday,Sunny,Banjara Hills,1,5,1.25
14,Weekend,Rainy,Madhapur,0,8,1.51
11,Weekend,Sunny,Hitech City,0,6,1.5
15,Weekend,Windy,Banjara Hills,0,6,1.42
9,Weekend,Windy,Dilsukhnagar,0,6,1.55
19,Weekend,Cloudy,Hitech City,1,13,1.98
21,Weekday,Sunny,Banjara Hills,0,6,1.74
9,Weekend,Rainy,Dilsukhnagar,1,9,1.96
14,Weekday,Cloudy,Kukatpally,1,10,1.88
5,Weekday,Windy,Kukatpally,0,3,1.2
10,Weekend,Windy,Banjara Hills,1,8,1.51
1,Weekday,Windy,Banjara Hills,0,4,1.27
19,Weekend,Sunny,Madhapur,1,11,1.95
6,Weekday,Windy,Madhapur,1,5,1.13
2,Weekend,Windy,Hitech City,1,9,2.41
16,Weekday,Cloudy,Banjara Hills,0,3,1.37
13,Weekend,Cloudy,Banjara Hills,0,9,2.46
15,Weekend,Rainy,Kukatpally,1,10,2.38
17,Weekday,Sunny,Dilsukhnagar,0,2,1.03
23,Weekend,Sunny,Banjara Hills,1,7,1.6
10,Weekday,Windy,Madhapur,0,6,1.78
4,Weekend,Sunny,Hitech City,0,4,1.23
17,Weekday,Windy,Banjara Hills,1,6,1.78
21,Weekday,Cloudy,Madhapur,0,7,1.76
16,Weekday,Windy,Kukatpally,1,6,1.54
17,Weekend,Cloudy,Hitech City,0,7,1.57
5,Weekday,Windy,Kukatpally,1,6,1.65
22,Weekday,Sunny,Hitech City,0,2,1.02
13,Weekday,Windy,Dilsukhnagar,0,6,1.6
1,Weekend,Windy,Banjara Hills,0,6,1.62
3,Weekday,Windy,Hitech City,1,8,1.57
20,Weekend,Sunny,Madhapur,0,7,1.51
21,Weekend,Cloudy,Kukatpally,0,5,1.37
13,Weekday,Sunny,Hitech City,0,7,1.74
16,Weekend,Cloudy,Banjara Hills,1,8,1.62
12,Weekday,Windy,Hitech City,1,9,2.46
12,Weekday,Windy,Madhapur,0,7,1.49
22,Weekday,Sunny,Dilsukhnagar,1,5,1.35
5,Weekend,Rainy,Hitech City,0,6,1.57
20,Weekday,Sunny,Dilsukhnagar,0,6,1.41
23,Weekday,Windy,Madhapur,0,2,1.03
7,Weekend,Rainy,Dilsukhnagar,0,7,1.71
21,Weekday,Cloudy,Hitech City,0,6,1.66
18,Weekday,Sunny,Kukatpally,0,0,0.93
8,Weekday,Sunny,Hitech City,1,9,2.44
6,Weekend,Sunny,Kukatpally,0,4,1.12
20,Weekday,Rainy,Kukatpally,1,11,2.24
14,Weekday,Rainy,Madhapur,0,8,1.66
20,Weekday,Sunny,Madhapur,1,10,2.5
19,Weekday,Rainy,Dilsukhnagar,1,9,1.93
0,Weekday,Rainy,Banjara Hills,1,8,1.76
0,Weekend,Rainy,Banjara Hills,0,7,1.51
15,Weekday,Sunny,Madhapur,1,7,1.7
15,Weekend,Windy,Banjara Hills,1,7,1.48
22,Weekend,Windy,Hitech City,1,7,1.72
23,Weekend,Windy,Kukatpally,1,6,1.73
19,Weekday,Windy,Kukatpally,0,5,1.21
20,Weekday,Windy,Banjara Hills,0,7,1.63
9,Weekend,Windy,Hitech City,0,6,1.72
13,Weekday,Cloudy,Banjara Hills,0,7,1.66
11,Weekday,Cloudy,Hitech City,0,5,1.31
22,Weekend,Rainy,Kukatpally,1,8,1.62
12,Weekend,Rainy,Dilsukhnagar,0,7,1.62
22,Weekday,Windy,Kukatpally,1,5,1.16
1,Weekend,Windy,Hitech City,1,9,1.88
14,Weekday,Cloudy,Dilsukhnagar,1,8,1.63
9,Weekday,Sunny,Kukatpally,1,6,1.74
12,Weekday,Sunny,Madhapur,0,4,1.24
13,Weekend,Cloudy,Madhapur,1,12,1.86
10,Weekend,Sunny,Kukatpally,1,9,2.15
20,Weekday,Cloudy,Dilsukhnagar,0,4,1.17
0,Weekday,Sunny,Madhapur,1,5,1.15
6,Weekend,Sunny,Hitech City,1,6,1.44
9,Weekday,Cloudy,Madhapur,1,9,2.29
4,Weekend,Sunny,Banjara Hills,1,7,1.7
13,Weekend,Sunny,Dilsukhnagar,0,7,1.66
8,Weekend,Windy,Banjara Hills,0,7,1.71
22,Weekday,Cloudy,Dilsukhnagar,0,2,1.04
2,Weekend,Sunny,Banjara Hills,0,4,1.24
12,Weekday,Windy,Hitech City,1,9,2.37
16,Weekend,Cloudy,Kukatpally,0,2,1.08
7,Weekend,Windy,Kukatpally,0,4,1.16
8,Weekend,Rainy,Madhapur,0,8,1.58
3,Weekday,Rainy,Hitech City,1,9,1.99
15,Weekend,Cloudy,Madhapur,0,3,1.21
6,Weekday,Windy,Dilsukhnagar,1,5,1.12
8,Weekend,Sunny,Hitech City,1,11,1.94
6,Weekend,Rainy,Dilsukhnagar,1,10,2.16
3,Weekday,Rainy,Hitech City,0,5,1.12
1,Weekend,Rainy,Hitech City,0,8,1.49
19,Weekend,Windy,Kukatpally,0,5,1.32
22,Weekend,Windy,Banjara Hills,0,4,1.2
9,Weekend,Sunny,Hitech City,0,8,1.7
22,Weekday,Rainy,Madhapur,0,5,1.16
14,Weekday,Sunny,Kukatpally,1,8,1.41
8,Weekday,Rainy,Hitech City,1,13,2.21
15,Weekday,Windy,Hitech City,0,2,1.01
9,Weekday,Rainy,Banjara Hills,0,7,1.52
23,Weekend,Windy,Kukatpally,1,6,1.67
8,Weekend,Windy,Hitech City,1,10,2.3
16,Weekend,Sunny,Madhapur,0,3,1.39
7,Weekday,Cloudy,Kukatpally,0,2,1.02
22,Weekend,Cloudy,Banjara Hills,0,5,1.38
12,Weekday,Cloudy,Dilsukhnagar,1,8,1.51
21,Weekend,Cloudy,Kukatpally,1,10,2.02
1,Weekend,Sunny,Kukatpally,1,6,1.52
0,Weekend,Rainy,Kukatpally,0,6,1.65
21,Weekday,Cloudy,Kukatpally,1,7,1.72
0,Weekend,Sunny,Banjara Hills,1,6,1.42
9,Weekday,Windy,Madhapur,0,3,1.18
11,Weekend,Rainy,Hitech City,1,10,2.5
6,Weekend,Sunny,Madhapur,0,2,0.99
11,Weekday,Windy,Kukatpally,1,3,1.37
9,Weekend,Rainy,Dilsukhnagar,1,11,2.36
4,Weekday,Cloudy,Banjara Hills,1,7,1.52
2,Weekend,Windy,Dilsukhnagar,0,4,1.33
13,Weekday,Rainy,Dilsukhnagar,1,11,2.15
21,Weekend,Windy,Madhapur,1,11,2.09
13,Weekend,Sunny,Dilsukhnagar,0,7,1.44
4,Weekend,Rainy,Dilsukhnagar,1,8,1.65
18,Weekend,Sunny,Kukatpally,0,4,1.3
14,Weekend,Sunny,Hitech City,0,8,1.73
20,Weekday,Cloudy,Dilsukhnagar,0,6,1.63
22,Weekend,Sunny,Hitech City,0,4,1.25
17,Weekend,Rainy,Banjara Hills,0,8,1.65
23,Weekday,Windy,Dilsukhnagar,0,0,0.91
4,Weekday,Sunny,Banjara Hills,0,2,0.99
16,Weekend,Windy,Hitech City,0,5,1.22
5,Weekday,Cloudy,Dilsukhnagar,1,4,1.23
20,Weekday,Rainy,Banjara Hills,0,9,2.16
22,Weekday,Windy,Kukatpally,1,5,1.3
18,Weekend,Cloudy,Madhapur,1,9,2.29
3,Weekend,Windy,Kukatpally,0,1,0.96
3,Weekend,Sunny,Dilsukhnagar,1,4,1.29
21,Weekend,Sunny,Madhapur,0,8,1.75
